First,Last,Inning,Home_Score,Away_Score,Runners_on_Base,Event_Outcome,RBIs_Scored,Max_RBIs_Possible,Situational_Factor,Event_Score,Situational_Score
Mark,Ellis,6,2,5,1,"Generic Out",0,2,1.5,-0.2,-0.3
Travis,Buck,6,2,5,2,"Nonintentional Walk",0,3,1.5,0.3,0.45
Cliff,Pennington,6,2,5,3,"Generic Out",0,4,1.5,-0.2,-0.3
Rajai,Davis,6,2,5,3,Single,2,4,1.5,1,2.25
Daric,Barton,6,2,7,2,Single,0,3,1,1,1
Ryan,Sweeney,6,2,7,3,"Generic Out",0,4,1,-0.2,-0.2
Kevin,Kouzmanoff,6,2,7,3,Strikeout,0,4,1,-0.5,-0.5
Torii,Hunter,6,2,7,0,"Generic Out",0,1,1,-0.2,-0.2
Hideki,Matsui,6,2,7,0,"Generic Out",0,1,1,-0.2,-0.2
Kendrys,Morales,6,2,7,0,"Generic Out",0,1,1,-0.2,-0.2
Kurt,Suzuki,7,2,7,0,"Generic Out",0,1,1.16667,-0.2,-0.233333
Eric,Chavez,7,2,7,0,"Generic Out",0,1,1.16667,-0.2,-0.233333
Mark,Ellis,7,2,7,0,"Nonintentional Walk",0,1,1.16667,0.3,0.35
Travis,Buck,7,2,7,1,Single,0,2,1.16667,1,1.16667
Cliff,Pennington,7,2,7,2,Homerun,3,3,1.16667,4,5.83333
Rajai,Davis,7,2,10,0,"Generic Out",0,1,0.777778,-0.2,-0.155556
Juan,Rivera,7,2,10,0,Double,0,1,0.777778,2,1.55556
Howie,Kendrick,7,2,10,1,"Nonintentional Walk",0,2,0.777778,0.3,0.233333
Brandon,Wood,7,2,10,2,"Generic Out",0,3,0.777778,-0.2,-0.155556
Jeff,Mathis,7,2,10,2,Strikeout,0,3,0.777778,-0.5,-0.388889
Maicer,Izturis,7,2,10,2,"Generic Out",0,3,0.777778,-0.2,-0.155556
Daric,Barton,8,2,10,0,"Generic Out",0,1,0.888889,-0.2,-0.177778
Ryan,Sweeney,8,2,10,0,"Generic Out",0,1,0.888889,-0.2,-0.177778
Kevin,Kouzmanoff,8,2,10,0,"Generic Out",0,1,0.888889,-0.2,-0.177778
Bobby,Abreu,8,2,10,0,Single,0,1,0.888889,1,0.888889
Terry,Evans,8,2,10,1,Strikeout,0,2,0.888889,-0.5,-0.444444
Hideki,Matsui,8,2,10,1,"Generic Out",0,2,0.888889,-0.2,-0.177778
Bobby,Wilson,8,2,10,1,"Generic Out",0,2,0.888889,-0.2,-0.177778
Kurt,Suzuki,9,2,10,0,"Generic Out",0,1,1,-0.2,-0.2
Eric,Chavez,9,2,10,0,"Generic Out",0,1,1,-0.2,-0.2
Mark,Ellis,9,2,10,0,Single,0,1,1,1,1
Gabe,Gross,9,2,10,1,Error,0,2,1,0,0
Cliff,Pennington,9,2,10,2,Strikeout,0,3,1,-0.5,-0.5
Juan,Rivera,9,2,10,0,Homerun,1,1,1,4,5
Howie,Kendrick,9,3,10,0,Error,0,1,1.125,0,0
Brandon,Wood,9,3,10,1,"Wild Pitch",0,2,1.125,0,0
Brandon,Wood,9,3,10,1,"Generic Out",0,2,1.125,-0.2,-0.225
Jeff,Mathis,9,3,10,1,Error,1,2,1.125,0,0.5625
Maicer,Izturis,9,4,10,1,Strikeout,0,2,1.28571,-0.5,-0.642857
Bobby,Abreu,9,4,10,1,Strikeout,0,2,1.28571,-0.5,-0.642857
Rajai,Davis,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Daric,Barton,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Ryan,Sweeney,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Torii,Hunter,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Kevin,Kouzmanoff,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Kurt,Suzuki,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Eric,Chavez,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Hideki,Matsui,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Kendrys,Morales,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Juan,Rivera,2,0,0,0,Error,0,1,2,0,0
Maicer,Izturis,2,0,0,1,"Nonintentional Walk",0,2,2,0.3,0.6
Howie,Kendrick,2,0,0,2,"Generic Out",0,3,2,-0.2,-0.4
Mark,Ellis,3,0,0,0,Strikeout,0,1,3,-0.5,-1.5
Travis,Buck,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Cliff,Pennington,3,0,0,0,"Nonintentional Walk",0,1,3,0.3,0.9
Rajai,Davis,3,0,0,1,"Generic Out",0,2,3,-0.2,-0.6
Jeff,Mathis,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Erick,Aybar,3,0,0,0,Strikeout,0,1,3,-0.5,-1.5
Bobby,Abreu,3,0,0,0,Double,0,1,3,2,6
Torii,Hunter,3,0,0,1,Single,0,2,3,1,3
Hideki,Matsui,3,0,0,2,Double,1,3,3,2,7
Kendrys,Morales,3,1,0,2,"Generic Out",0,3,1.5,-0.2,-0.3
Daric,Barton,4,1,0,0,"Generic Out",0,1,2,-0.2,-0.4
Ryan,Sweeney,4,1,0,0,"Generic Out",0,1,2,-0.2,-0.4
Kevin,Kouzmanoff,4,1,0,0,Homerun,1,1,2,4,10
Kurt,Suzuki,4,1,1,0,Strikeout,0,1,4,-0.5,-2
Juan,Rivera,4,1,1,0,Double,0,1,4,2,8
Maicer,Izturis,4,1,1,1,"Generic Out",0,2,4,-0.2,-0.8
Howie,Kendrick,4,1,1,1,Double,1,2,4,2,10
Jeff,Mathis,4,2,1,1,Single,0,2,2,1,2
Erick,Aybar,4,2,1,2,Single,1,3,2,1,2.66667
Bobby,Abreu,4,3,1,2,"Generic Out",0,3,1.33333,-0.2,-0.266667
Torii,Hunter,4,3,1,2,"Fielder Choice",0,3,1.33333,0,0
Eric,Chavez,5,3,1,0,Single,0,1,1.66667,1,1.66667
Mark,Ellis,5,3,1,1,Strikeout,0,2,1.66667,-0.5,-0.833333
Travis,Buck,5,3,1,1,Strikeout,0,2,1.66667,-0.5,-0.833333
Cliff,Pennington,5,3,1,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Hideki,Matsui,5,3,1,0,Single,0,1,1.66667,1,1.66667
Kendrys,Morales,5,3,1,1,Double,0,2,1.66667,2,3.33333
Juan,Rivera,5,3,1,2,"Generic Out",0,3,1.66667,-0.2,-0.333333
Maicer,Izturis,5,3,1,2,"Nonintentional Walk",0,3,1.66667,0.3,0.5
Howie,Kendrick,5,3,1,3,"Generic Out",0,4,1.66667,-0.2,-0.333333
Rajai,Davis,6,3,1,0,"Generic Out",0,1,2,-0.2,-0.4
Daric,Barton,6,3,1,0,Single,0,1,2,1,2
Ryan,Sweeney,6,3,1,1,Strikeout,0,2,2,-0.5,-1
Kevin,Kouzmanoff,6,3,1,1,Single,0,2,2,1,2
Kurt,Suzuki,6,3,1,2,"Generic Out",0,3,2,-0.2,-0.4
Jeff,Mathis,6,3,1,0,"Nonintentional Walk",0,1,2,0.3,0.6
Erick,Aybar,6,3,1,1,Single,0,2,2,1,2
Bobby,Abreu,6,3,1,1,"Caught Stealing",0,2,2,0,0
Bobby,Abreu,6,3,1,0,"Generic Out",0,1,2,-0.2,-0.4
Eric,Chavez,7,3,1,0,Double,0,1,2.33333,2,4.66667
Mark,Ellis,7,3,1,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
Travis,Buck,7,3,1,1,"Wild Pitch",0,2,2.33333,0,0
Travis,Buck,7,3,1,1,"Generic Out",1,2,2.33333,-0.2,0.7
Cliff,Pennington,7,3,2,0,Strikeout,0,1,3.5,-0.5,-1.75
Torii,Hunter,7,3,2,0,"Generic Out",0,1,3.5,-0.2,-0.7
Hideki,Matsui,7,3,2,0,Strikeout,0,1,3.5,-0.5,-1.75
Kendrys,Morales,7,3,2,0,"Generic Out",0,1,3.5,-0.2,-0.7
Rajai,Davis,8,3,2,0,"Generic Out",0,1,4,-0.2,-0.8
Daric,Barton,8,3,2,0,"Nonintentional Walk",0,1,4,0.3,1.2
Ryan,Sweeney,8,3,2,1,Double,0,2,4,2,8
Kevin,Kouzmanoff,8,3,2,2,"Fielder Choice",1,3,4,0,1.33333
Kurt,Suzuki,8,3,3,1,"Generic Out",0,2,8,-0.2,-1.6
Juan,Rivera,8,3,3,0,Strikeout,0,1,8,-0.5,-4
Maicer,Izturis,8,3,3,0,Strikeout,0,1,8,-0.5,-4
Howie,Kendrick,8,3,3,0,Single,0,1,8,1,8
Jeff,Mathis,8,3,3,1,Strikeout,0,2,8,-0.5,-4
Eric,Chavez,9,3,3,0,"Generic Out",0,1,9,-0.2,-1.8
Mark,Ellis,9,3,3,0,"Generic Out",0,1,9,-0.2,-1.8
Travis,Buck,9,3,3,0,Strikeout,0,1,9,-0.5,-4.5
Erick,Aybar,9,3,3,0,"Generic Out",0,1,9,-0.2,-1.8
Bobby,Abreu,9,3,3,0,Double,0,1,9,2,18
Torii,Hunter,9,3,3,1,"Intentional Walk",0,2,9,0.3,2.7
Hideki,Matsui,9,3,3,2,Single,1,3,9,1,12
Rajai,Davis,1,0,0,0,"Nonintentional Walk",0,1,1,0.3,0.3
Daric,Barton,1,0,0,1,"Stolen Base",0,2,1,0,0
Daric,Barton,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Ryan,Sweeney,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Kevin,Kouzmanoff,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,Homerun,1,1,1,4,5
Torii,Hunter,1,1,0,0,Double,0,1,0.5,2,1
Hideki,Matsui,1,1,0,1,"Generic Out",0,2,0.5,-0.2,-0.1
Kendrys,Morales,1,1,0,1,Single,1,2,0.5,1,0.75
Juan,Rivera,1,2,0,1,"Generic Out",0,2,0.333333,-0.2,-0.0666667
Mark,Ellis,2,2,0,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Jake,Fox,2,2,0,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Adam,Rosales,2,2,0,0,Homerun,1,1,0.666667,4,3.33333
Eric,Patterson,2,2,1,0,Strikeout,0,1,1,-0.5,-0.5
Howie,Kendrick,2,2,1,0,"Generic Out",0,1,1,-0.2,-0.2
Mike,Napoli,2,2,1,0,"Generic Out",0,1,1,-0.2,-0.2
Brandon,Wood,2,2,1,0,"Generic Out",0,1,1,-0.2,-0.2
Cliff,Pennington,3,2,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Rajai,Davis,3,2,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Daric,Barton,3,2,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Erick,Aybar,3,2,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Bobby,Abreu,3,2,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Torii,Hunter,3,2,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Ryan,Sweeney,4,2,1,0,Strikeout,0,1,2,-0.5,-1
Kevin,Kouzmanoff,4,2,1,0,"Generic Out",0,1,2,-0.2,-0.4
Mark,Ellis,4,2,1,0,"Generic Out",0,1,2,-0.2,-0.4
Hideki,Matsui,4,2,1,0,"Generic Out",0,1,2,-0.2,-0.4
Kendrys,Morales,4,2,1,0,Strikeout,0,1,2,-0.5,-1
Juan,Rivera,4,2,1,0,"Generic Out",0,1,2,-0.2,-0.4
Jake,Fox,5,2,1,0,"Generic Out",0,1,2.5,-0.2,-0.5
Adam,Rosales,5,2,1,0,"Generic Out",0,1,2.5,-0.2,-0.5
Eric,Patterson,5,2,1,0,"Generic Out",0,1,2.5,-0.2,-0.5
Howie,Kendrick,5,2,1,0,Strikeout,0,1,2.5,-0.5,-1.25
Mike,Napoli,5,2,1,0,"Generic Out",0,1,2.5,-0.2,-0.5
Brandon,Wood,5,2,1,0,"Generic Out",0,1,2.5,-0.2,-0.5
Cliff,Pennington,6,2,1,0,"Generic Out",0,1,3,-0.2,-0.6
Rajai,Davis,6,2,1,0,"Generic Out",0,1,3,-0.2,-0.6
Daric,Barton,6,2,1,0,"Generic Out",0,1,3,-0.2,-0.6
Erick,Aybar,6,2,1,0,Single,0,1,3,1,3
Bobby,Abreu,6,2,1,1,Single,0,2,3,1,3
Torii,Hunter,6,2,1,2,"Generic Out",1,3,3,-0.2,0.4
Hideki,Matsui,6,3,1,1,"Nonintentional Walk",0,2,2,0.3,0.6
Kendrys,Morales,6,3,1,2,"Generic Out",0,3,2,-0.2,-0.4
Juan,Rivera,6,3,1,2,"Generic Out",0,3,2,-0.2,-0.4
Ryan,Sweeney,7,3,1,0,Single,0,1,2.33333,1,2.33333
Kevin,Kouzmanoff,7,3,1,1,Single,0,2,2.33333,1,2.33333
Mark,Ellis,7,3,1,2,Double,1,3,2.33333,2,5.44444
Jake,Fox,7,3,2,2,Strikeout,0,3,3.5,-0.5,-1.75
Adam,Rosales,7,3,2,2,Single,2,3,3.5,1,5.83333
Eric,Patterson,7,3,4,1,"Generic Out",0,2,3.5,-0.2,-0.7
Cliff,Pennington,7,3,4,1,"Generic Out",0,2,3.5,-0.2,-0.7
Howie,Kendrick,7,3,4,0,"Generic Out",0,1,3.5,-0.2,-0.7
Mike,Napoli,7,3,4,0,Strikeout,0,1,3.5,-0.5,-1.75
Brandon,Wood,7,3,4,0,Strikeout,0,1,3.5,-0.5,-1.75
Rajai,Davis,8,3,4,0,Single,0,1,4,1,4
Daric,Barton,8,3,4,1,"Stolen Base",0,2,4,0,0
Daric,Barton,8,3,4,1,"Generic Out",0,2,4,-0.2,-0.8
Ryan,Sweeney,8,3,4,1,"Nonintentional Walk",0,2,4,0.3,1.2
Kevin,Kouzmanoff,8,3,4,2,"Caught Stealing",0,3,4,0,0
Kevin,Kouzmanoff,8,3,4,1,"Nonintentional Walk",0,2,4,0.3,1.2
Mark,Ellis,8,3,4,2,Error,0,3,4,0,0
Jake,Fox,8,3,5,2,"Nonintentional Walk",0,3,2.66667,0.3,0.8
Adam,Rosales,8,3,5,3,"Nonintentional Walk",1,4,2.66667,0.3,1.46667
Gabe,Gross,8,3,6,3,Single,1,4,2,1,2.5
Cliff,Pennington,8,3,7,3,Strikeout,0,4,1.6,-0.5,-0.8
Erick,Aybar,8,3,7,0,"Nonintentional Walk",0,1,1.6,0.3,0.48
Bobby,Abreu,8,3,7,1,"Generic Out",0,2,1.6,-0.2,-0.32
Torii,Hunter,8,3,7,0,Single,0,1,1.6,1,1.6
Hideki,Matsui,8,3,7,1,"Generic Out",0,2,1.6,-0.2,-0.32
Rajai,Davis,9,3,7,0,"Generic Out",0,1,1.8,-0.2,-0.36
Daric,Barton,9,3,7,0,"Nonintentional Walk",0,1,1.8,0.3,0.54
Ryan,Sweeney,9,3,7,1,Double,1,2,1.8,2,4.5
Kevin,Kouzmanoff,9,3,8,1,"Generic Out",0,2,1.5,-0.2,-0.3
Mark,Ellis,9,3,8,1,Single,1,2,1.5,1,2.25
Jake,Fox,9,3,9,1,Strikeout,0,2,1.28571,-0.5,-0.642857
Kendrys,Morales,9,3,9,0,"Generic Out",0,1,1.28571,-0.2,-0.257143
Juan,Rivera,9,3,9,0,Homerun,1,1,1.28571,4,6.42857
Howie,Kendrick,9,4,9,0,"Generic Out",0,1,1.5,-0.2,-0.3
Mike,Napoli,9,4,9,0,"Generic Out",0,1,1.5,-0.2,-0.3
Austin,Jackson,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Johnny,Damon,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Magglio,Ordonez,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Torii,Hunter,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Miguel,Cabrera,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Carlos,Guillen,2,0,0,0,Single,0,1,2,1,2
Brandon,Inge,2,0,0,1,Single,0,2,2,1,2
Alex,Avila,2,0,0,2,"Generic Out",0,3,2,-0.2,-0.4
Hideki,Matsui,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Kendrys,Morales,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Juan,Rivera,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Scott,Sizemore,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Adam,Everett,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Austin,Jackson,3,0,0,0,Single,0,1,3,1,3
Johnny,Damon,3,0,0,1,Single,0,2,3,1,3
Magglio,Ordonez,3,0,0,2,"Generic Out",0,3,3,-0.2,-0.6
Howie,Kendrick,3,0,0,0,Single,0,1,3,1,3
Jeff,Mathis,3,0,0,1,Double,0,2,3,2,6
Brandon,Wood,3,1,0,1,"Nonintentional Walk",0,2,1.5,0.3,0.45
Erick,Aybar,3,1,0,2,"Generic Out",0,3,1.5,-0.2,-0.3
Bobby,Abreu,3,1,0,2,"Fielder Choice",1,3,1.5,0,0.5
Torii,Hunter,3,2,0,1,Double,0,2,1,2,2
Hideki,Matsui,3,2,0,2,"Generic Out",0,3,1,-0.2,-0.2
Miguel,Cabrera,4,2,0,0,Double,0,1,1.33333,2,2.66667
Carlos,Guillen,4,2,0,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Brandon,Inge,4,2,0,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Alex,Avila,4,2,0,1,Strikeout,0,2,1.33333,-0.5,-0.666667
Kendrys,Morales,4,2,0,0,"Hit By Pitch",0,1,1.33333,0.2,0.266667
Juan,Rivera,4,2,0,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Howie,Kendrick,4,2,0,1,Single,0,2,1.33333,1,1.33333
Jeff,Mathis,4,2,0,2,"Generic Out",0,3,1.33333,-0.2,-0.266667
Brandon,Wood,4,2,0,2,"Generic Out",0,3,1.33333,-0.2,-0.266667
Scott,Sizemore,5,2,0,0,Strikeout,0,1,1.66667,-0.5,-0.833333
Adam,Everett,5,2,0,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Austin,Jackson,5,2,0,0,Strikeout,0,1,1.66667,-0.5,-0.833333
Erick,Aybar,5,2,0,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Bobby,Abreu,5,2,0,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Torii,Hunter,5,2,0,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Johnny,Damon,6,2,0,0,"Generic Out",0,1,2,-0.2,-0.4
Magglio,Ordonez,6,2,0,0,Single,0,1,2,1,2
Miguel,Cabrera,6,2,0,1,"Generic Out",0,2,2,-0.2,-0.4
Hideki,Matsui,6,2,0,0,"Nonintentional Walk",0,1,2,0.3,0.6
Kendrys,Morales,6,2,0,1,"Generic Out",0,2,2,-0.2,-0.4
Juan,Rivera,6,2,0,0,"Generic Out",0,1,2,-0.2,-0.4
Carlos,Guillen,7,2,0,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Brandon,Inge,7,2,0,0,"Hit By Pitch",0,1,2.33333,0.2,0.466667
Alex,Avila,7,2,0,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
Scott,Sizemore,7,2,0,1,Single,0,2,2.33333,1,2.33333
Adam,Everett,7,2,0,2,"Generic Out",0,3,2.33333,-0.2,-0.466667
Howie,Kendrick,7,2,0,0,"Nonintentional Walk",0,1,2.33333,0.3,0.7
Jeff,Mathis,7,2,0,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
Brandon,Wood,7,2,0,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Austin,Jackson,8,2,0,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Johnny,Damon,8,2,0,0,Single,0,1,2.66667,1,2.66667
Magglio,Ordonez,8,2,0,1,Single,0,2,2.66667,1,2.66667
Miguel,Cabrera,8,2,0,2,"Generic Out",0,3,2.66667,-0.2,-0.533333
Carlos,Guillen,8,2,0,2,"Generic Out",0,3,2.66667,-0.2,-0.533333
Erick,Aybar,8,2,0,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Bobby,Abreu,8,2,0,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Torii,Hunter,8,2,0,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Brandon,Inge,9,2,0,0,"Generic Out",0,1,3,-0.2,-0.6
Alex,Avila,9,2,0,0,"Generic Out",0,1,3,-0.2,-0.6
Scott,Sizemore,9,2,0,0,Strikeout,0,1,3,-0.5,-1.5
Austin,Jackson,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Johnny,Damon,1,0,0,0,Single,0,1,1,1,1
Magglio,Ordonez,1,0,0,1,Strikeout,0,2,1,-0.5,-0.5
Miguel,Cabrera,1,0,0,1,Single,0,2,1,1,1
Carlos,Guillen,1,0,0,2,"Generic Out",0,3,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Bobby,Abreu,1,0,0,0,Single,0,1,1,1,1
Torii,Hunter,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Brandon,Inge,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Ryan,Raburn,2,0,0,0,Triple,0,1,2,3,6
Gerald,Laird,2,0,0,1,"Generic Out",0,2,2,-0.2,-0.4
Adam,Everett,2,0,0,1,"Generic Out",0,2,2,-0.2,-0.4
Hideki,Matsui,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Kendrys,Morales,2,0,0,0,Single,0,1,2,1,2
Juan,Rivera,2,0,0,1,Single,0,2,2,1,2
Maicer,Izturis,2,0,0,2,Single,1,3,2,1,2.66667
Howie,Kendrick,2,1,0,2,Double,2,3,1,2,2.66667
Mike,Napoli,2,3,0,1,Strikeout,0,2,0.5,-0.5,-0.25
Erick,Aybar,2,3,0,1,"Generic Out",0,2,0.5,-0.2,-0.1
Austin,Jackson,3,3,0,0,Strikeout,0,1,0.75,-0.5,-0.375
Johnny,Damon,3,3,0,0,Single,0,1,0.75,1,0.75
Magglio,Ordonez,3,3,0,1,Strikeout,0,2,0.75,-0.5,-0.375
Miguel,Cabrera,3,3,0,1,"Generic Out",0,2,0.75,-0.2,-0.15
Bobby,Abreu,3,3,0,0,"Generic Out",0,1,0.75,-0.2,-0.15
Torii,Hunter,3,3,0,0,"Generic Out",0,1,0.75,-0.2,-0.15
Hideki,Matsui,3,3,0,0,Strikeout,0,1,0.75,-0.5,-0.375
Carlos,Guillen,4,3,0,0,"Generic Out",0,1,1,-0.2,-0.2
Brandon,Inge,4,3,0,0,"Generic Out",0,1,1,-0.2,-0.2
Ryan,Raburn,4,3,0,0,"Generic Out",0,1,1,-0.2,-0.2
Kendrys,Morales,4,3,0,0,Single,0,1,1,1,1
Juan,Rivera,4,3,0,1,"Wild Pitch",0,2,1,0,0
Juan,Rivera,4,3,0,1,"Hit By Pitch",0,2,1,0.2,0.2
Maicer,Izturis,4,3,0,2,"Nonintentional Walk",0,3,1,0.3,0.3
Howie,Kendrick,4,3,0,3,"Generic Out",1,4,1,-0.2,0.05
Mike,Napoli,4,4,0,2,"Generic Out",0,3,0.8,-0.2,-0.16
Gerald,Laird,5,4,0,0,"Generic Out",0,1,1,-0.2,-0.2
Adam,Everett,5,4,0,0,"Generic Out",0,1,1,-0.2,-0.2
Austin,Jackson,5,4,0,0,Strikeout,0,1,1,-0.5,-0.5
Erick,Aybar,5,4,0,0,Double,0,1,1,2,2
Bobby,Abreu,5,4,0,1,"Nonintentional Walk",0,2,1,0.3,0.3
Torii,Hunter,5,4,0,2,"Wild Pitch",0,3,1,0,0
Torii,Hunter,5,4,0,2,"Stolen Base",0,3,1,0,0
Torii,Hunter,5,4,0,2,Strikeout,0,3,1,-0.5,-0.5
Hideki,Matsui,5,4,0,2,Double,2,3,1,2,2.66667
Kendrys,Morales,5,6,0,1,"Generic Out",0,2,0.714286,-0.2,-0.142857
Juan,Rivera,5,6,0,1,"Generic Out",0,2,0.714286,-0.2,-0.142857
Johnny,Damon,6,6,0,0,"Generic Out",0,1,0.857143,-0.2,-0.171429
Magglio,Ordonez,6,6,0,0,Single,0,1,0.857143,1,0.857143
Miguel,Cabrera,6,6,0,1,Strikeout,0,2,0.857143,-0.5,-0.428571
Carlos,Guillen,6,6,0,1,Single,0,2,0.857143,1,0.857143
Brandon,Inge,6,6,0,2,Double,2,3,0.857143,2,2.28571
Ryan,Raburn,6,6,2,1,Strikeout,0,2,1.2,-0.5,-0.6
Maicer,Izturis,6,6,2,0,"Generic Out",0,1,1.2,-0.2,-0.24
Howie,Kendrick,6,6,2,0,"Nonintentional Walk",0,1,1.2,0.3,0.36
Mike,Napoli,6,6,2,1,Single,0,2,1.2,1,1.2
Erick,Aybar,6,6,2,2,Strikeout,0,3,1.2,-0.5,-0.6
Bobby,Abreu,6,6,2,2,"Generic Out",0,3,1.2,-0.2,-0.24
Gerald,Laird,7,6,2,0,Strikeout,0,1,1.4,-0.5,-0.7
Ramon,Santiago,7,6,2,0,"Nonintentional Walk",0,1,1.4,0.3,0.42
Austin,Jackson,7,6,2,1,"Nonintentional Walk",0,2,1.4,0.3,0.42
Johnny,Damon,7,6,2,2,"Generic Out",0,3,1.4,-0.2,-0.28
Magglio,Ordonez,7,6,2,2,"Nonintentional Walk",0,3,1.4,0.3,0.42
Miguel,Cabrera,7,6,2,3,Double,3,4,1.4,2,3.85
Carlos,Guillen,7,6,5,1,"Nonintentional Walk",0,2,3.5,0.3,1.05
Brandon,Inge,7,6,5,2,"Generic Out",0,3,3.5,-0.2,-0.7
Torii,Hunter,7,6,5,0,Strikeout,0,1,3.5,-0.5,-1.75
Hideki,Matsui,7,6,5,0,"Generic Out",0,1,3.5,-0.2,-0.7
Kendrys,Morales,7,6,5,0,Single,0,1,3.5,1,3.5
Juan,Rivera,7,6,5,1,"Generic Out",0,2,3.5,-0.2,-0.7
Ryan,Raburn,8,6,5,0,Strikeout,0,1,4,-0.5,-2
Gerald,Laird,8,6,5,0,Strikeout,0,1,4,-0.5,-2
Ramon,Santiago,8,6,5,0,Single,0,1,4,1,4
Austin,Jackson,8,6,5,1,Single,0,2,4,1,4
Johnny,Damon,8,6,5,2,"Stolen Base",0,3,4,0,0
Johnny,Damon,8,6,5,2,Strikeout,0,3,4,-0.5,-2
Maicer,Izturis,8,6,5,0,"Generic Out",0,1,4,-0.2,-0.8
Howie,Kendrick,8,6,5,0,Strikeout,0,1,4,-0.5,-2
Mike,Napoli,8,6,5,0,"Generic Out",0,1,4,-0.2,-0.8
Magglio,Ordonez,9,6,5,0,"Generic Out",0,1,4.5,-0.2,-0.9
Miguel,Cabrera,9,6,5,0,"Generic Out",0,1,4.5,-0.2,-0.9
Carlos,Guillen,9,6,5,0,Single,0,1,4.5,1,4.5
Brandon,Inge,9,6,5,1,Strikeout,0,2,4.5,-0.5,-2.25
Austin,Jackson,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Johnny,Damon,1,0,0,0,Single,0,1,1,1,1
Magglio,Ordonez,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,"Nonintentional Walk",0,1,1,0.3,0.3
Bobby,Abreu,1,0,0,1,"Stolen Base",0,2,1,0,0
Bobby,Abreu,1,0,0,1,Single,1,2,1,1,1.5
